|chapter|sec|no|content|lang
250|3|17|17|耶哥尼雅被擄。他的兒子是撒拉鐵、|zh
251|3|17|17|And the sons of Jeconiah, who was taken prisoner: Shealtiel his son,|en
252|3|18|18|瑪基蘭、毗大雅、示拿薩、耶加米、何沙瑪、尼大比雅。|zh
253|3|18|18|And Malchiram and Pedaiah and Shenazzar, Jekamiah, Hoshama and Nedabiah.|en
254|3|19|19|毗大雅的兒子是所羅巴伯、示每。所羅巴伯的兒子是米書蘭、哈拿尼雅，他們的妹子名叫示羅密。|zh
255|3|19|19|And the sons of Pedaiah: Zerubbabel and Shimei; and the sons of Zerubbabel: Meshullam and Hananiah; and Shelomith was their sister;|en
256|3|20|20|米書蘭的兒子是哈舒巴、阿黑、比利家、哈撒底、于沙希悉，共五人。|zh
257|3|20|20|And Hashubah and Ohel and Berechiah and Hasadiah, Jushab-hesed, five.|en
258|3|21|21|哈拿尼雅的兒子是毗拉提、耶篩亞。還有利法雅的眾子，亞珥難的眾子，俄巴底亞的眾子，示迦尼的眾子。|zh
259|3|21|21|And the sons of Hananiah: Pelatiah and Jeshaiah; the sons of Rephaiah, the sons of Arnan, the sons of Obadiah, the sons of Shecaniah.|en
260|3|22|22|示迦尼的兒子是示瑪雅；示瑪雅的兒子是哈突、以甲、巴利亞、尼利雅、沙法，共六人。|zh
261|3|22|22|And the sons of Shecaniah: Shemaiah; and the sons of Shemaiah: Hattush and Igal and Bariah and Neariah and Shaphat, six.|en
262|3|23|23|尼利雅的兒子是以利約乃、希西家、亞斯利干，共三人。|zh
263|3|23|23|And the sons of Neariah: Elioenai and Hizkiah and Azrikam, three.|en
264|3|24|24|以利約乃的兒子是何大雅、以利亞實、毗萊雅、阿谷、約哈難、第萊雅、阿拿尼，共七人。|zh
265|3|24|24|And the sons of Elioenai: Hodaviah and Eliashib and Pelaiah and Akkub and Johanan and Delaiah and Anani, seven.|en
266|4|1|1|猶大的兒子是法勒斯、希斯崙、迦米、戶珥、朔巴。|zh
267|4|1|1|The sons of Judah: Perez, Hezron and Carmi and Hur and Shobal.|en
268|4|2|2|朔巴的兒子利亞雅生雅哈；雅哈生亞戶買和拉哈。這是瑣拉人的諸族。|zh
269|4|2|2|And Reaiah, the son of Shobal, was the father of Jahath; and Jahath was the father of Ahumai and Lahad. These are the families of the Zorathites.|en
270|4|3|3|以坦之祖的兒子是耶斯列、伊施瑪、伊得巴；他們的妹子名叫哈悉勒玻尼。|zh
271|4|3|3|And these were the sons of Hur, the father of Etam: Jezreel and Ishma and Idbash, and the name of their sister was Hazzelelponi;|en
272|4|4|4|基多之祖是毗努伊勒。戶沙之祖是以謝珥。這都是伯利恆之祖以法他的長子戶珥所生的。|zh
273|4|4|4|And Penuel, the father of Gedor, and Ezer, the father of Hushah. These are the sons of Hur, the oldest son of Ephrathah, the father of Beth-lehem.|en
274|4|5|5|提哥亞之祖亞施戶有兩個妻子：一名希拉，一名拿拉。|zh
275|4|5|5|And Ashhur, the father of Tekoa, had two wives, Helah and Naarah.|en
276|4|6|6|拿拉給亞施戶生亞戶撒、希弗、提米尼、哈轄斯他利。這都是拿拉的兒子。|zh
277|4|6|6|And Naarah had Ahuzzam by him, and Hepher and Temeni and Haahashtari. These were the sons of Naarah.|en
278|4|7|7|希拉的兒子是洗列、瑣轄、伊提南。|zh
279|4|7|7|And the sons of Helah were Zereth, Izhar and Ethnan.|en
280|4|8|8|哥斯生亞諾、瑣比巴，並哈崙兒子亞哈黑的諸族。|zh
281|4|8|8|And Koz was the father of Anub and Zobebah, and the families of Aharhel the son of Harum.|en
282|4|9|9|雅比斯比他眾弟兄更尊貴，他母親給他起名叫雅比斯，意思說：我生他甚是痛苦。|zh
283|4|9|9|And Jabez was honoured more than his brothers; but his mother had given him the name Jabez, saying, Because I gave birth to him with sorrow.|en
284|4|10|10|雅比斯求告以色列的神說：甚願你賜福與我，擴張我的境界，常與我同在，保佑我不遭患難，不受艱苦。　神就應允他所求的。|zh
285|4|10|10|And Jabez made a prayer to the God of Israel, saying, If only you would truly give me a blessing, and make wider the limits of my land, and let your hand be with me, and keep me from evil, so that I may not be troubled by it! And God gave him his desire.|en
286|4|11|11|書哈的弟兄基綠生米黑，米黑是伊施屯之祖。|zh
287|4|11|11|And Chelub, the brother of Shuhah, was the father of Mehir, who was the father of Eshton.|en
288|4|12|12|伊施屯生伯拉巴、巴西亞，並珥拿轄之祖提欣拿，這都是利迦人。|zh
289|4|12|12|And Eshton was the father of Bethrapha and Paseah and Tehinnah, the father of Ir-nahash. These are the men of Recah.|en
290|4|13|13|基納斯的兒子是俄陀聶、西萊雅。俄陀聶的兒子是哈塔。|zh
291|4|13|13|And the sons of Kenaz: Othniel and Seraiah; and the sons of Othniel: Hathath.|en
292|4|14|14|憫挪太生俄弗拉；西萊雅生革夏納欣人之祖約押。他們都是匠人。|zh
