|chapter|sec|no|content|lang
262|3|1|1|該撒提庇留在位第十五年，本丟彼拉多作猶太巡撫，希律作加利利分封的王，他兄弟腓力作以士利亞和特拉可尼地方分封的王，呂撒聶作亞比利尼分封的王，|zh
263|3|1|1|Now in the fifteenth year of the rule of Tiberius Caesar, Pontius Pilate being ruler of Judaea, and Herod being king of Galilee, his brother Philip king of the country of Ituraea and Trachonitis, and Lysanias king of Abilene,|en
264|3|2|2|亞那和該亞法作大祭司。那時，撒迦利亞的兒子約翰在曠野裡，神的話臨到他。|zh
265|3|2|2|When Annas and Caiaphas were high priests, the word of the Lord came to John, the son of Zacharias, in the waste land.|en
266|3|3|3|他就來到約但河一帶地方，宣講悔改的洗禮，使罪得赦。|zh
267|3|3|3|And he came into all the country round about Jordan, preaching baptism as a sign of forgiveness of sin for those whose hearts were changed.|en
268|3|4|4|正如先知以賽亞書上所記的話，說：在曠野有人聲喊著說：預備主的道，修直他的路！|zh
269|3|4|4|As it says in the book of the words of Isaiah the prophet, The voice of one crying in the waste land, Make ready the way of the Lord, make his roads straight.|en
270|3|5|5|一切山窪都要填滿；大小山岡都要削平！彎彎曲曲的地方要改為正直；高高低低的道路要改為平坦！|zh
271|3|5|5|Every valley will be lifted up, and all the mountains and hills made low, and the twisted will be made straight, and the rough ways smooth;|en
272|3|6|6|凡有血氣的，都要見神的救恩！|zh
273|3|6|6|And all flesh will see the salvation of God.|en
274|3|7|7|約翰對那出來要受他洗的眾人說：毒蛇的種類！誰指示你們逃避將來的忿怒呢？|zh
275|3|7|7|So he said to the people who went out to him for baptism: You offspring of snakes, at whose word are you going in flight from the wrath to come?|en
276|3|8|8|你們要結出果子來，與悔改的心相稱。不要自己心裡說：有亞伯拉罕為我們的祖宗。我告訴你們，神能從這些石頭中，給亞伯拉罕興起子孫來。|zh
277|3|8|8|Make clear by your acts that your hearts have been changed; and do not say to yourselves, We have Abraham for our father: for I say to you that God is able from these stones to make children of Abraham.|en
278|3|9|9|現在斧子已經放在樹根上，凡不結好果子的樹就砍下來，丟在火裡。|zh
279|3|9|9|And even now the axe is put to the root of the trees; and every tree which does not have good fruit will be cut down and put into the fire.|en
280|3|10|10|眾人問他說：這樣，我們當作甚麼呢？|zh
281|3|10|10|And the people put questions to him, saying, What have we to do?|en
282|3|11|11|約翰回答說：有兩件衣裳的，就分給那沒有的；有食物的，也當這樣行。|zh
283|3|11|11|And he made answer and said to them, He who has two coats, let him give to him who has not even one; and he who has food, let him do the same.|en
284|3|12|12|又有稅吏來要受洗，問他說：夫子，我們當作甚麼呢？|zh
285|3|12|12|Then tax-farmers came to him for baptism and said to him, Master, what have we to do?|en
286|3|13|13|約翰說：除了例定的數目，不要多取。|zh
287|3|13|13|And he said to them, Do not make an attempt to get more money than the right amount.|en
288|3|14|14|又有兵丁問他說：我們當作甚麼呢？約翰說：不要以強暴待人，也不要訛詐人，自己有錢糧就當知足。|zh
289|3|14|14|And men of the army put questions to him, saying, And what have we to do? And he said to them, Do no violent acts to any man, and do not take anything without right, and let your payment be enough for you.|en
290|3|15|15|百姓指望基督來的時候，人都心裡猜疑，或者約翰是基督。|zh
291|3|15|15|And while the people were waiting, and all men were questioning in their hearts about John, if he was the Christ or not,|en
292|3|16|16|約翰說：我是用水給你們施洗，但有一位能力比我更大的要來，我就是給他解鞋帶也不配。他要用聖靈與火給你們施洗。|zh
293|3|16|16|John made answer, saying to them all, Truly, I give you baptism with water, but one is coming who is greater than I, whose shoes I am not good enough to undo: he will give you baptism with the Holy Spirit, and with fire:|en
294|3|17|17|他手裡拿著簸箕，要揚淨他的場，把麥子收在倉裡，把糠用不滅的火燒盡了。|zh
295|3|17|17|In whose hand is the instrument with which he will make clean his grain; he will put the good grain in his store, but the waste will be burned in the fire which will never be put out.|en
296|3|18|18|約翰又用許多別的話勸百姓，向他們傳福音。|zh
297|3|18|18|And so comforting them with these and other words, he gave the good news to the people;|en
298|3|19|19|只是分封的王希律，因他兄弟之妻希羅底的緣故，並因他所行的一切惡事，受了約翰的責備；|zh
299|3|19|19|But Herod the king, because John had made a protest on account of Herodias, his brother's wife, and other evil things which Herod had done,|en
300|3|20|20|又另外添了一件，就是把約翰收在監裡。|zh
301|3|20|20|Did this most evil thing of all, and had John shut up in prison.|en
302|3|21|21|眾百姓都受了洗，耶穌也受了洗。正禱告的時候，天就開了，|zh
303|3|21|21|Now it came about that when all the people had been given baptism, Jesus, having had baptism with them, was in prayer, when, the heaven being open,|en
304|3|22|22|聖靈降臨在他身上，形狀彷彿鴿子；又有聲音從天上來，說：你是我的愛子，我喜悅你。|zh
305|3|22|22|The Holy Spirit came down in the form of a dove, and a voice came from heaven, saying, You are my dearly loved Son, with whom I am well pleased.|en
