|chapter|sec|no|content|lang
59|2|12|12|And I went again in search of wisdom and of foolish ways. What may the man do who comes after the king? The thing which he has done before.|en
60|2|13|13|我便看出智慧勝過愚昧，如同光明勝過黑暗。|zh
61|2|13|13|Then I saw that wisdom is better than foolish ways--as the light is better than the dark.|en
62|2|14|14|智慧人的眼目光明（光明原文是在他頭上），愚昧人在黑暗裡行。我卻看明有一件事，這兩等人都必遇見。|zh
63|2|14|14|The wise man's eyes are in his head, but the foolish man goes walking in the dark; but still I saw that the same event comes to them all.|en
64|2|15|15|我就心裡說：愚昧人所遇見的，我也必遇見，我為何更有智慧呢？我心裡說，這也是虛空。|zh
65|2|15|15|Then said I in my heart: As it comes to the foolish man, so will it come to me; so why have I been wise overmuch? Then I said in my heart: This again is to no purpose.|en
66|2|16|16|智慧人和愚昧人一樣，永遠無人記念，因為日後都被忘記；可歎智慧人死亡，與愚昧人無異。|zh
67|2|16|16|Of the wise man, as of the foolish man, there is no memory for ever, seeing that those who now are will have gone from memory in the days to come. See how death comes to the wise as to the foolish!|en
68|2|17|17|我所以恨惡生命；因為在日光之下所行的事我都以為煩惱，都是虛空，都是捕風。|zh
69|2|17|17|So I was hating life, because everything under the sun was evil to me: all is to no purpose and desire for wind.|en
70|2|18|18|我恨惡一切的勞碌，就是我在日光之下的勞碌，因為我得來的必留給我以後的人。|zh
71|2|18|18|Hate had I for all my work which I had done, because the man who comes after me will have its fruits.|en
72|2|19|19|那人是智慧是愚昧，誰能知道？他竟要管理我勞碌所得的，就是我在日光之下用智慧所得的。這也是虛空。|zh
73|2|19|19|And who is to say if that man will be wise or foolish? But he will have power over all my work which I have done and in which I have been wise under the sun. This again is to no purpose.|en
74|2|20|20|故此，我轉想我在日光之下所勞碌的一切工作，心便絕望。|zh
75|2|20|20|So my mind was turned to grief for all the trouble I had taken and all my wisdom under the sun.|en
